US State,Crop Name,Input N,Output N,Input P,Output P,Input K,Output K
Alaska,"Barley",22,26,1,46,43,20
Alaska,"Melons",31,11,20,41,24,32
Alaska,"Fennel",20,29,33,50,25,30
Alaska,"Flax",40,24,15,45,2,1
Alaska,"Dye-Leaves",16,7,41,11,49,3
Alaska,"Dwarf Wild Rose",33,23,4,6,29,32
Alaska,"Bittersweet",46,50,8,14,5,46
Alaska,"African Sheepbush",38,44,25,44,21,43
Alaska,"Cocoa",14,42,42,50,17,11
Alaska,"Lemons",32,7,39,24,45,37
Alaska,"Catnip",23,25,4,32,41,41
Alaska,"Spelt",17,13,16,14,25,28
Alaska,"Triticale",31,11,44,22,17,19
Alaska,"Tangerines",32,14,49,19,14,47
Alaska,"Loofah",12,23,12,47,31,7
Alaska,"Oil Palm",39,30,23,25,28,29
Alaska,"Asparagus",38,30,9,18,3,33
Alaska,"Napa Cabbage",32,15,45,18,17,32
Alaska,"Buffalo Weed",40,43,21,44,32,8
Alaska,"Macadamia Nuts",5,13,26,17,37,40
Alaska,"Nutmeg",10,24,18,24,15,50
Alaska,"Blueberry",34,44,25,37,48,41
Alaska,"Habanero",40,8,4,8,43,9
Alaska,"Plums",19,37,13,0,23,35
Alaska,"Chinese Broccoli",40,32,49,22,46,9
Alaska,"Loquat",4,37,35,42,35,9
Alaska,"Shallots",33,8,15,38,31,10
Alaska,"Fava Beans",29,2,19,48,15,0
Alaska,"Peaches",31,35,47,37,36,6
Alaska,"Eytelia",2,10,24,24,1,3
Alaska,"Grapefruits",39,49,10,31,8,19
Alaska,"Oats",43,11,35,50,13,41
Alaska,"Fumewort",20,31,41,25,14,33
Alaska,"Bow-wood",48,42,14,19,29,2
Alaska,"Bird's Nest",42,0,28,13,8,31
Alaska,"Ghost Pepper",39,10,35,13,12,43
Alaska,"Corn",42,24,15,28,22,30
Alaska,"Tomatillo",37,1,45,41,15,9
Alaska,"Blueberries",18,48,39,12,23,29
Alaska,"Dhaincha",30,16,5,23,27,14
Alaska,"Stinging Nettle",19,45,45,40,30,36
Alaska,"Horseradish",17,17,49,18,0,3
Alaska,"Brown-eyed Susan",32,37,17,26,9,32
Alaska,"Banana Pepper",23,3,41,20,2,34
Alaska,"Bean",7,28,39,37,40,33
Alaska,"Snake Gourd",40,48,8,28,27,32
Alaska,"Chayote",1,31,44,49,41,38
Alaska,"Rye",18,24,13,7,6,5
Alaska,"Wormwood",3,35,38,4,17,44
Alaska,"Ginseng",6,7,31,23,3,5
Alaska,"Kapok",16,31,39,43,35,34
Alaska,"Sainfoin",29,35,25,45,15,49
Alaska,"Sudan Grass",43,4,36,36,27,4
Alaska,"Brier",38,29,39,40,7,38
Alaska,"Tomatoes",15,29,18,5,45,30
Alaska,"Velvet Beans",50,29,14,25,49,44
Alaska,"Winged Beans",19,27,49,28,24,40
Alaska,"Raspberry",29,46,30,27,35,40
Alaska,"Henna",47,18,17,26,27,32
Alaska,"Elderberries",49,42,37,23,27,23
Alaska,"Duscle",45,42,34,19,42,21
Alaska,"Gherkin",19,41,50,36,27,14
Alaska,"Safflower",26,16,14,22,38,0
Alaska,"Guar",36,14,50,47,43,20
Alaska,"Dandelion Greens",28,4,22,7,11,29
Alaska,"Feverbush",29,32,5,48,6,33
Alaska,"Lotus",26,50,4,41,45,5
Alaska,"Water Chestnuts",5,37,8,0,33,49
Alaska,"Red Banana",40,39,17,7,19,50
Alaska,"Soursop",5,10,32,18,44,23
Alaska,"Kohlrabi",49,45,45,37,31,40
Alaska,"Rapeseed",44,12,5,46,31,1
Alaska,"Canary Grass",33,25,10,43,47,43
Alaska,"Buckwheat",30,35,16,8,1,34
Alaska,"Clementines",49,16,12,7,5,8
Alaska,"Rose Apples",27,47,39,31,2,21
Alaska,"Rutabagas",6,14,48,24,22,9
Alaska,"Brussels Sprouts",42,14,33,6,13,41
Alaska,"Pinto Beans",49,32,33,34,43,0
Alaska,"Chamomile",3,30,33,7,34,35
Alaska,"Pistachios",26,17,3,21,37,11
Alaska,"Birdsfoot Deervetch",11,42,3,45,37,4
Alaska,"Jalapeño",9,48,44,34,11,15
Alaska,"Acorn Squash",38,49,38,2,36,33
Alaska,"Breadfruit Tree",37,32,31,34,4,2
Alaska,"Swiss Chard",33,19,32,44,42,37
Alaska,"Guayule",38,8,10,27,33,42
Alaska,"Chives",11,26,44,43,17,49
Alaska,"Bahiagrass",28,42,40,25,2,14
Alaska,"Parsley",5,13,35,26,19,50
Alaska,"Gooseberries",26,22,14,30,39,50
Alaska,"Blue Java Banana",46,9,22,16,19,8
Alaska,"Acai Berries",43,10,31,30,38,45
Alaska,"Carrots",26,10,1,9,17,36
Alaska,"Lemongrass",50,19,25,4,9,50
Alaska,"Apricots",48,12,8,39,48,21
Alaska,"Bermuda Grass",21,12,45,17,1,10
Alaska,"Snap Beans",7,16,32,20,37,21
Alaska,"Salsify",46,8,14,34,41,16
Alaska,"Willow",41,20,26,45,29,18
Alaska,"Oxford Ragwort",24,26,28,45,13,37
Alaska,"Radicchio",6,13,44,42,50,40
Alaska,"Zucchini",43,47,24,23,39,15
Alaska,"Rhodiola",36,41,18,39,14,19
Alaska,"Guavas",35,22,14,30,47,43
Alaska,"Dogwood",6,33,9,37,17,25
Alaska,"Chickpeas",16,27,18,35,12,31
Alaska,"Butterfly Flower",50,45,8,32,42,37
Alaska,"Hemp",9,23,46,39,32,28
Alaska,"White Melilot",30,30,16,2,49,25
Alaska,"Licorice",37,42,32,36,7,28
Alaska,"Pine Nut Tree",34,20,11,19,43,13
Alaska,"Lentils",25,44,21,18,3,47
Alaska,"Coffee",18,37,13,2,27,38
Alaska,"Pigeon Peas",2,47,50,34,44,11
Alaska,"Maple Syrup Tree",13,19,36,13,21,48
Alaska,"Bindweed",9,34,23,40,21,11
Alaska,"Taro",14,44,47,10,27,23
Alaska,"Scotch Bonnet",19,14,15,29,31,45
Alaska,"Lychees",31,24,15,36,44,13
Alaska,"Peanuts",4,42,4,39,6,39
Alaska,"Kudzu",22,28,39,39,5,25
Alaska,"Fennel Seeds",2,22,27,3,43,43
Alaska,"Western Redbud",6,32,43,20,31,33
Alaska,"Radical Weed",1,19,7,36,28,0
Alaska,"Anise",44,18,37,47,13,30
Alaska,"Kenaf",14,26,40,41,45,11
Alaska,"Judas-Tree",49,34,9,13,22,9
Alaska,"Thyme",45,8,48,21,39,12
Alaska,"Redweed",9,37,11,43,38,15
Alaska,"Kidney Beans",16,3,12,50,15,36
Alaska,"Bear Corn",31,43,18,38,26,34
Alaska,"Arrowroot",47,27,6,4,6,14
Alaska,"Cranberries",21,45,6,28,40,23
Alaska,"Redbrush",14,5,28,1,33,32
Alaska,"Acerola",29,24,3,43,19,30
Alaska,"Chard",31,24,7,16,19,11
Alaska,"Yarrow",2,26,21,37,12,25
Alaska,"Teak",5,32,8,37,1,9
Alaska,"Bugle",12,11,26,25,13,47
Alaska,"Yellow Rocket",35,8,47,18,7,7
Alaska,"Cassava",18,0,46,42,20,17
Alaska,"Mulberry Tree",0,40,35,27,28,37
Alaska,"Evergreen Huckleberry",6,8,33,1,12,31
Alaska,"Bay Leaves",21,22,43,8,9,46
Alaska,"Rambutans",3,12,4,38,2,24
Alaska,"Red Ink Plant",5,47,33,32,31,32
Alaska,"Valerian",18,49,24,3,1,30
Alaska,"Butternut Squash",20,43,16,8,26,13
Alaska,"Kiwifruit",49,24,0,42,48,0
Alaska,"Bell Pepper (Yellow)",7,24,27,46,50,45
Alaska,"Noni Fruit",3,43,44,28,2,33
Alaska,"Dragonfruit",27,5,45,46,11,47
Alaska,"Tobacco",33,5,4,25,19,11
Alaska,"Purple Raspberry",20,15,20,18,47,14
Alaska,"Hops",4,24,7,40,25,21
Alaska,"Marsh Ragwort",7,16,2,23,32,39
Alaska,"Lotus Roots",9,11,0,44,42,15
Alaska,"Borage",47,5,12,49,14,17
Alaska,"Bola Verde",35,1,18,42,29,9
Alaska,"Para Grass",12,18,16,28,45,2
Alaska,"Dewberry",35,30,5,14,29,17
Alaska,"Husk Tomato",31,37,28,15,31,38
Alaska,"Mangos",27,28,5,29,20,42
Alaska,"Bearberry",18,32,31,17,0,36
Alaska,"Rocket",20,8,44,22,41,39
Alaska,"Buckeye",29,19,30,36,23,19
Alaska,"Walnuts",12,47,0,39,9,21
Alaska,"Sweet Clover",38,16,18,41,37,48
Alaska,"Earth Gall",43,38,20,9,11,0
Alaska,"Jatropha",9,49,33,38,12,19
Alaska,"Coconut Palm",3,16,39,39,29,13
Alaska,"Broadleaf",41,50,11,23,46,12
Alaska,"Lamb's Lettuce",5,26,36,5,25,50
Alaska,"Beets",2,16,44,38,35,2
Alaska,"Green Beans",12,48,43,50,10,31
Alaska,"Daisy",33,34,38,34,49,34
Alaska,"Bay",29,5,11,30,33,49
Alaska,"Oranges",4,32,2,28,38,0
Alaska,"Coriander",17,47,16,12,38,13
Alaska,"Maca",24,21,36,14,42,14
Alaska,"Cottonseed",6,35,45,9,24,14
Alaska,"Camu Camu",26,9,2,30,49,5
Alaska,"Cumin",47,0,8,9,9,39
Alaska,"Hibiscus",16,45,1,30,0,25
Alaska,"Limes",31,17,28,25,22,7
Alaska,"Honeydew",34,50,28,14,25,39
Alaska,"Bitterweed",35,44,49,16,21,27
Alaska,"Soybeans",6,33,7,8,28,48
Alaska,"Alder",15,27,20,49,14,23
Alaska,"Bittercress",18,33,37,22,0,14
Alaska,"Fig Tree",19,29,11,39,24,26
Alaska,"Sunhemp",31,21,20,16,19,6
Alaska,"Karanda",12,33,37,33,38,22
Alaska,"Fonio",7,40,29,16,46,15
Alaska,"Langsat",28,28,20,14,23,21
Alaska,"Oregano",14,1,25,8,46,40
Alaska,"Fellenwort",46,49,18,14,45,33
Alaska,"Cantaloupes",16,43,23,35,40,37
Alaska,"Purslane",40,21,7,16,20,41
Alaska,"Pomegranates",49,21,47,23,23,1
Alaska,"Box",29,37,0,10,35,7
Alaska,"Baby Rose",7,34,2,45,6,28
Alaska,"Rice",50,37,29,32,31,47
Alaska,"Lettuce",20,40,38,2,0,20
Alaska,"Elephant Apple",28,39,16,9,8,22
Alaska,"Black-eyed Susan",33,7,7,20,48,12
Alaska,"Bok Choy",21,28,11,44,11,45
Alaska,"Longan",49,45,24,17,27,23
Alaska,"Sapodilla",47,47,29,11,26,40
Alaska,"Pawpaw",24,42,30,24,36,12
Alaska,"Bamboo Shoots",10,5,38,3,10,7
Alaska,"Rocketcress",20,28,48,19,11,18
Alaska,"Plantains",42,15,27,35,9,10
Alaska,"African Rice",5,50,45,6,29,37
Alaska,"Pepino Melon",40,34,17,19,29,32
Alaska,"Radishes",33,17,25,18,22,30
Alaska,"Felonwort",28,30,0,37,35,32
Alaska,"Celery",11,42,16,16,2,1
Alaska,"Burdock",28,6,1,43,47,17
Alaska,"Bell Peppers",2,30,50,17,22,33
Alaska,"Serrano",3,20,34,29,8,26
Alaska,"Common Ragwort",41,28,33,11,21,32
Alaska,"Cilantro",28,26,29,17,15,1
Alaska,"Sugar Beets",37,10,13,26,7,35
Alaska,"Eucalyptus",19,17,6,4,20,38
Alaska,"Camelina",45,2,36,5,7,16
Alaska,"Salak",28,0,20,0,22,0
Alaska,"Dame's Rocket",11,3,22,10,45,11
Alaska,"Duck Retten",40,38,25,16,39,19
Alaska,"Yellow Squash",8,28,4,36,31,30
Alaska,"Ragweed",4,2,26,39,36,0
Arizona,"Chili Peppers",34,7,6,8,16,31
Arizona,"Butterfly Weed",4,5,44,36,47,6
Arizona,"Mangos",36,12,13,16,50,18
Arizona,"Potatoes",50,45,42,25,33,44
Arizona,"Cantaloupes",43,0,49,22,5,39
Arizona,"Sweet Clover",39,6,29,33,5,29
Arizona,"Rice",12,6,38,15,22,23
Arizona,"Currants",0,35,16,34,1,37
Arizona,"Soursop",42,37,47,48,44,27
Arizona,"Dwarf Wild Rose",31,5,46,15,4,10
Arizona,"Dogwood",44,29,13,42,50,27
Arizona,"Brown-eyed Susan",50,6,42,24,13,19
Arizona,"Ginseng",36,38,12,7,10,31
Arizona,"Jabuticaba",11,27,24,45,40,38
Arizona,"Parsnips",31,6,45,8,16,3
Arizona,"Cashew Apple",16,30,16,12,31,39
Arizona,"Fava Beans",11,33,1,17,40,11
Arizona,"Duck Retten",48,37,15,7,49,39
Arizona,"Brussels Sprouts",30,6,27,21,31,12
Arizona,"Extinguisher Moss",25,39,13,6,24,44
Arizona,"Mint Balm",44,13,16,14,43,35
Arizona,"Acerola",37,37,18,5,35,31
Arizona,"Jatropha",38,46,24,36,42,18
Arizona,"Nectarines",16,0,13,26,23,4
Arizona,"Fig Tree",18,41,47,38,45,46
Arizona,"Cranberries",14,50,18,49,31,36
Arizona,"Broadleaf",38,42,38,13,48,24
Arizona,"Date Palm",33,8,30,41,23,15
Arizona,"Para Grass",21,31,0,48,10,2
Arizona,"Raspberry",24,10,29,20,19,17
Arizona,"Rambai",45,15,18,10,16,21
Arizona,"Gooseberries",20,11,26,49,38,30
Arizona,"Dindle",6,44,46,49,8,26
Arizona,"Baby Rose",49,4,28,20,46,4
Arizona,"Honey Clover",45,30,21,37,34,15
Arizona,"Indian Fig",8,0,37,14,14,0
Arizona,"Giant Ragweed",43,45,15,17,5,33
Arizona,"Coconuts",6,38,32,4,37,23
Arizona,"Husk Tomato",8,30,24,32,5,35
Arizona,"Common Ragweed",22,3,50,27,31,38
Arizona,"Valerian",13,33,29,46,18,18
Arizona,"Timothy Grass",35,12,21,0,25,33
Arizona,"Bittersweet",38,3,19,1,47,48
Arizona,"Fumewort",3,48,19,31,12,41
Arizona,"Bok Choy",42,9,5,17,13,23
Arizona,"Teak",5,3,42,19,46,1
Arizona,"Cork Oak",41,41,24,19,13,22
Arizona,"Feverfew",29,11,39,14,35,29
Arizona,"Thyme",2,1,21,14,17,25
Arizona,"Sweet Potatoes",1,50,4,3,5,30
Arizona,"Turnips",43,27,21,42,10,22
Arizona,"Buckeye",37,35,8,44,41,34
Arizona,"Triticale",13,45,8,25,5,31
Arizona,"Canabis",12,23,28,16,21,13
Arizona,"Okra",17,31,7,37,9,43
Arizona,"Elderberries",6,13,22,28,12,20
Arizona,"Maca",12,38,44,39,0,30
Arizona,"Tobacco Plant",28,2,0,11,8,23
Arizona,"Mint",30,7,5,24,4,42
Arizona,"Brier",41,19,28,50,0,36
Arizona,"Rocket",25,7,19,38,10,10
Arizona,"Oranges",13,3,24,18,15,16
Arizona,"Swiss Chard",32,13,9,22,29,44
Arizona,"Mizuna",30,7,28,37,42,0
Arizona,"Gherkin",41,32,36,12,35,1
Arizona,"Barley",40,48,49,3,47,31
Arizona,"Banana Pepper",29,44,2,19,28,47
Arizona,"Camelina",18,44,26,0,29,21
Arizona,"Teff",37,2,27,45,45,2
Arizona,"Eggplants",22,2,19,22,21,24
Arizona,"Red Ink Plant",41,4,0,20,6,1
Arizona,"Peanuts",14,28,17,47,38,18
Arizona,"Deadnettle",4,18,0,10,18,15
Arizona,"Blueberry",8,45,7,28,26,24
Arizona,"Tea",37,4,42,43,36,7
Arizona,"Easter Orchid",41,19,46,22,23,25
Arizona,"Low Rose",42,27,38,8,0,40
Arizona,"Pears",50,8,13,16,17,50
Arizona,"Eytelia",7,14,2,39,18,10
Arizona,"Oxford Ragwort",14,21,8,43,4,43
Arizona,"African Rice",15,45,17,17,37,39
Arizona,"Azolla",26,41,37,50,37,6
Arizona,"Oats",10,8,23,4,8,7
Arizona,"Feverbush",26,20,31,23,34,34
Arizona,"Catnip",31,38,2,19,15,47
Arizona,"Zucchini",27,50,40,41,13,8
Arizona,"Acorn Squash",7,20,8,39,28,40
Arizona,"Rocketcress",12,47,42,13,14,1
Arizona,"Radical Weed",10,28,29,12,41,3
Arizona,"Pitaya",17,22,36,31,25,43
Arizona,"Garlic",24,27,0,23,21,4
Arizona,"Lamb's Quarters",5,47,50,15,26,12
Arizona,"Millet Grass",5,5,44,37,3,17
Arizona,"Ribwort",16,35,7,26,38,3
Arizona,"Hazelnuts",46,28,16,6,29,41
Arizona,"Jackfruit",14,42,32,48,27,16
Arizona,"Pepino Melon",3,42,26,48,9,18
Arizona,"Snap Beans",8,50,30,26,19,8
Arizona,"Honeydew",9,38,27,32,2,20
Arizona,"Guavas",48,48,25,2,45,24
Arizona,"Blue-of-the-heavens",28,38,41,24,15,6
Arizona,"Dye-Leaves",34,46,9,20,44,21
Arizona,"Basil",10,2,8,6,48,5
Arizona,"Drumstick",21,12,41,31,13,32
Arizona,"Chayote",5,27,46,2,45,18
Arizona,"Eucalyptus",35,18,33,37,30,36
Arizona,"Sapote",37,29,1,21,33,18
Arizona,"Parsley",29,12,20,36,21,25
Arizona,"Serrano",23,25,25,16,43,45
Arizona,"Ragweed",11,39,0,30,0,25
Arizona,"Lima Beans",31,3,44,41,8,14
Arizona,"Mustard Greens",40,49,30,49,44,35
Arizona,"Mulberry Tree",33,33,21,36,46,36
Arizona,"Arfaj",24,18,50,48,32,43
Arizona,"Grapefruits",39,17,30,23,39,16
Arizona,"Tobacco",45,17,50,32,4,42
Arizona,"Winged Beans",42,25,3,44,38,10
Arizona,"Eastern Redbud",1,17,31,33,13,9
Arizona,"Chickpeas",7,21,46,29,48,30
Arizona,"Tamarinds",23,14,14,14,17,20
Arizona,"Starfruit",25,8,11,18,6,39
Arizona,"Arizona Sycamore",15,38,46,30,7,18
Arizona,"Boxelder",2,26,47,32,30,44
Arizona,"Wax Gourd",38,25,28,18,35,45
Arizona,"Butternut Squash",27,23,33,37,26,9
Arizona,"Olive Tree",16,50,44,17,25,42
Arizona,"Kapok",14,40,46,36,0,16
Arizona,"Pumpkins",2,35,46,22,30,26
Arizona,"Sainfoin",14,50,2,48,3,24
Arizona,"Purple Raspberry",3,28,35,31,9,10
Arizona,"Jalapeño",42,28,33,34,12,39
Arizona,"Ambrosia",22,29,15,8,19,31
Arizona,"Arrowwood",38,24,28,22,12,43
Arizona,"Amaranth",41,4,15,50,12,13
Arizona,"Mustard Seeds",4,32,4,12,8,0
Arizona,"Blue Java Banana",9,40,11,14,3,48
Arizona,"Dewberry",23,24,41,21,47,42
Arizona,"Sunflowers",25,35,36,29,21,26
Arizona,"Acai Berries",5,28,47,15,7,2
Arizona,"Poblano Pepper",15,38,17,8,6,14
Arizona,"Cardamom",44,2,2,18,40,0
Arizona,"Bitter Melon",19,29,32,34,49,24
Arizona,"White Sweetclover",33,45,33,22,31,31
Arizona,"Sweet Rocket",34,1,36,38,44,39
Arizona,"Lavender",49,15,44,7,46,8
Arizona,"Water Chestnuts",5,18,41,34,16,6
Arizona,"Moringa",49,48,7,9,44,21
Arizona,"Oregano",1,32,37,15,2,20
Arizona,"Licorice",39,7,46,15,25,40
Arizona,"Rheumatism Root",25,44,35,29,2,14
Arizona,"Tossa Jute",2,47,44,1,20,32
Arizona,"Cumin",28,41,30,8,9,40
Arizona,"Spelt",50,38,21,8,34,1
Arizona,"Box",21,40,13,50,50,4
Arizona,"Goosefoot",34,18,28,49,8,19
Arizona,"Noni Fruit",8,16,42,2,26,31
Arizona,"Rantipole",19,11,14,28,2,20
Arizona,"Kenaf",7,2,20,24,17,39
Arizona,"Celery",50,49,5,41,37,10
Arizona,"Green Beans",6,42,48,29,5,50
Arizona,"Brittlebush",8,32,23,44,37,44
Arizona,"Camu Camu",42,29,24,34,17,5
Arizona,"Rutabagas",11,17,12,13,22,2
Arizona,"Birch",50,25,21,17,38,17
Arizona,"Endive",45,30,42,1,19,8
Arizona,"Leeks",1,49,23,11,41,5
Arizona,"Daisy",45,3,38,44,37,49
Arizona,"Chinese Broccoli",15,35,26,24,43,25
Arizona,"Beech",35,16,13,21,18,36
Arizona,"Bay",50,41,16,28,10,28
Arizona,"Quinoa",40,0,13,21,8,35
Arizona,"Maple Syrup Tree",32,47,18,45,15,6
Arizona,"Strawberries",21,29,0,7,26,7
Arizona,"Yellow Squash",10,3,9,38,31,12
Arizona,"Sunhemp",34,47,11,20,23,19
Arizona,"Bermuda Grass",38,24,47,10,34,29
Arizona,"Olive",41,46,32,32,25,9
Arizona,"Chestnuts",29,45,6,32,41,38
Arizona,"Borage",40,31,30,50,39,3
Arizona,"Bindweed",17,36,9,22,25,38
Arizona,"Blueberries",40,16,1,2,41,47
Arizona,"Cherimoya",24,32,32,6,8,36
Arizona,"Karanda",13,0,28,32,11,24
Arizona,"Radishes",38,8,4,50,33,41
Arizona,"Loquat",27,33,46,45,25,40
Arizona,"African Sheepbush",1,4,18,41,29,26
Arizona,"Kava",48,47,17,34,31,0
Arizona,"Jicama",12,33,29,0,26,33
Arizona,"Chigger Flower",15,35,13,7,11,9
Arizona,"Pistachios",19,37,38,25,0,29
Arizona,"Persimmons",9,5,25,31,3,49
Arizona,"Black Raspberry",26,48,33,35,11,39
Arizona,"Madder",30,46,4,2,17,18
Arizona,"Silver Ragwort",32,34,9,40,19,4
Arizona,"Echinacea",1,12,49,44,23,38
Arizona,"Pine Nut Tree",10,6,43,22,48,11
Arizona,"Scotch Bonnet",41,32,31,34,17,47
Arizona,"Anaheim Pepper",24,9,11,7,11,8
Arizona,"Baobab Fruit",45,23,39,41,5,26
Arizona,"Plums",15,19,4,4,44,8
Arizona,"Bird of Paradise",35,17,34,19,38,34
Arizona,"Alder",43,46,22,34,49,39
Arizona,"Lentils",13,26,40,23,12,22
Arizona,"Purslane",7,7,38,50,12,32
Arizona,"Fennel",42,20,14,5,26,5
Arizona,"Bamboo Shoots",36,1,48,39,33,26
Arizona,"Ash",19,36,7,31,3,25
Arizona,"Elegant Lupine",32,45,1,23,48,9
Arizona,"Multiflora Rose",33,7,4,43,25,35
Arizona,"Salak",37,12,11,7,25,44
Arizona,"Turmeric",40,5,18,20,32,31
Arizona,"Rambutans",17,42,23,50,17,22
Arizona,"Almond",28,12,13,25,35,39
Arizona,"Asafoetida",27,16,28,18,33,50
Arizona,"Bokhara Clover",9,48,32,31,5,50
Arizona,"Foxglove",31,30,43,20,6,40
Arizona,"Sorrel",14,27,16,9,25,22
Arizona,"Yarrow",29,5,27,8,43,3
Arizona,"Pineapples",44,38,18,31,22,46
Arizona,"Rhubarb",47,27,50,39,21,11
Arizona,"Habanero",26,0,7,11,26,16
Arizona,"Common Ragwort",10,27,32,8,14,49
Arizona,"Amy Root",40,0,43,45,35,12
Arizona,"Musk Cucumber",49,14,45,13,2,3
Arizona,"Bugle",27,6,2,44,41,10
Arizona,"Ginger",37,39,47,29,31,38
Arizona,"Durian",19,8,3,39,38,44
Arizona,"Great Ragweed",29,29,28,5,12,48
Arizona,"Guar",42,31,12,14,19,34
Arizona,"Bluebell",35,46,49,49,0,8
Arizona,"Sugarcane",48,5,19,17,46,9
Arizona,"Longan",21,12,9,37,15,46
Arizona,"Elderberry",16,10,4,33,10,0
Arizona,"Velvet Beans",30,41,45,41,23,29
Arizona,"Salsify",2,14,8,45,0,7
Arizona,"Blackhaw",31,7,35,4,37,30
Arizona,"Radicchio",38,37,26,22,39,8
Arizona,"Papayas",9,14,18,19,3,34
Arizona,"Bear Corn",22,10,50,0,16,3
Arizona,"Tangerines",22,37,49,6,42,5
Arizona,"Marigold",7,10,10,28,35,39
Arizona,"Agave",25,11,17,41,1,2
Arizona,"Cocoa",45,6,8,47,45,49
Arizona,"Devil's Bite",4,0,39,35,27,41
Arizona,"Tomatoes",30,20,37,48,12,34
Arizona,"Alfalfa",36,12,27,28,3,42
Arizona,"Apples",5,9,6,22,14,3
Arizona,"Arrowroot",22,29,1,8,45,37
Arizona,"Lupins",15,21,12,9,34,39
Arizona,"Black-eyed Susan",36,22,22,2,28,14
Arizona,"Kohlrabi",50,31,18,50,19,43
Arizona,"Birdsfoot Deervetch",43,8,24,12,27,22
Arizona,"Fluxroot",27,3,40,22,46,3
Arizona,"Juniper Berries",9,48,13,41,0,32
Arizona,"Orchard Grass",0,23,36,31,16,35
Arizona,"Almonds",6,26,14,13,39,6
Arizona,"Buffalo Weed",13,35,6,47,17,2
Arizona,"Arugula",48,44,45,19,27,34
Arizona,"Collard Greens",28,40,9,2,35,47
Arizona,"Oil Palm",18,28,19,45,25,6
Arizona,"Wormwood",1,27,26,20,23,9
Arizona,"Henna",6,50,27,46,9,49
Arizona,"Lotus Roots",47,18,30,45,24,4
Arizona,"Marsh Ragwort",2,23,8,8,10,24
Arizona,"Rose",8,33,31,32,14,47
Arizona,"Caraway",20,43,23,32,48,6
Arizona,"Earth Gall",3,14,48,13,46,38
Arizona,"Peaches",48,26,41,9,1,44
Arizona,"Kidney Beans",42,0,36,5,45,29
Arizona,"Hops",31,24,9,38,2,26
Arizona,"Arnica",14,12,7,37,38,29
Arizona,"Sugar Beets",32,11,39,29,12,3
Arizona,"Asparagus",45,46,17,1,10,10
Arizona,"Flaxseed",20,29,2,11,49,29
Arizona,"Corn",12,49,30,37,42,8
Arizona,"Coriander",50,32,20,49,39,25
Arizona,"Bean",43,14,25,40,23,23
Arizona,"Watercress",27,21,13,35,20,16
Arizona,"Bell Peppers",40,4,26,5,0,22
Arizona,"Kiwifruit",8,44,9,15,42,50
Arizona,"Yams",25,35,41,7,35,23
Arizona,"Butterfly Flower",7,21,33,6,24,38
Arizona,"Safflower",5,32,23,6,21,14
Arizona,"Melons",13,47,15,30,33,19
Arizona,"Rye",29,33,18,50,7,49
Arizona,"Sorghum",37,39,2,3,39,32
Arizona,"Macadamia Nuts",0,30,21,22,9,34
Arizona,"Neem",45,4,31,23,41,42
Arizona,"Soybeans",5,29,49,12,46,23
Arizona,"Rhodiola",13,48,15,35,43,9
Arizona,"Cherries",19,3,16,32,8,14
Arizona,"Blackberries",32,49,18,16,20,20
Arizona,"Saffron",35,50,0,3,27,43
Arizona,"Willow",23,39,37,5,46,41
Arizona,"Watermelons",46,49,45,8,6,0
Arizona,"Sorghum Grass",41,0,0,1,46,25
Arizona,"Rapeseed",48,43,19,25,20,32
Arizona,"Aloe",47,9,39,50,50,18
Arizona,"Winter Rocket",47,42,6,10,41,13
Arizona,"Lemons",46,19,21,50,4,36
Arizona,"Bola Verde",28,34,35,23,11,40
Arizona,"Fellenwort",18,39,6,42,28,1
Arizona,"Yellow Rocket",18,47,6,39,35,12
Arizona,"Anise",40,41,46,32,14,18
Arizona,"Pinto Beans",29,11,34,8,37,43
Arizona,"Red Banana",21,11,27,32,37,40
Arizona,"Angel Trumpet",3,22,30,7,43,11
Arizona,"Bittercress",38,30,38,25,48,33
Arizona,"Dill",11,42,22,22,47,44
Arizona,"Onions",0,45,12,42,15,23
Arizona,"Ragwort",46,41,11,2,2,6
Arizona,"Mung Beans",2,15,17,41,24,6
Arizona,"Rosemary",14,31,33,32,11,44
Arizona,"Taro",41,42,42,47,38,15
Arizona,"Ferns",47,8,42,16,25,48
Arizona,"Yerba Mate",41,31,31,2,36,33
Arizona,"Calendula",15,26,2,40,35,43
Arizona,"Cabbage",35,11,29,16,28,18
Arizona,"Lemongrass",43,23,19,33,32,37
Arizona,"Pomegranates",3,31,3,39,14,31
Arizona,"Felonwood",37,29,47,41,25,4
Arizona,"Grapes",40,6,36,40,42,6
Arizona,"Loofah",19,40,49,1,41,30
Arizona,"Japanese Millet",1,20,15,40,49,20
Arizona,"Judas-Tree",26,3,46,29,21,14
Arizona,"Rose Apples",20,8,6,25,41,11
Arizona,"Cloves",30,23,22,34,35,21
Arizona,"Jerusalem Artichoke",9,2,47,46,17,33
Arizona,"Sapodilla",32,39,31,8,2,48
Arizona,"Canary Grass",36,17,1,48,44,48
Arizona,"Peas",23,42,20,48,13,29
Arizona,"Clover",42,15,34,38,6,16
Arizona,"Redweed",48,33,6,23,46,0
Arizona,"Fairymoss",8,35,50,17,33,33
Arizona,"Horseradish",37,22,44,11,49,4
Arizona,"Carrots",42,14,47,48,30,5
Arizona,"Canola",25,9,2,37,39,35
Arizona,"Asian Rice",5,13,14,7,50,14
